1D 255 -512,000000 260608,000000	[nbin xmin xmax]
135168,000000	256,942578
136192,000000	257,345937
137216,000000	257,542266
138240,000000	258,103594
139264,000000	258,553672
140288,000000	258,959844
141312,000000	259,443203
142336,000000	259,763594
143360,000000	260,122969
144384,000000	260,408516
145408,000000	260,844063
146432,000000	261,191563
147456,000000	261,588984
148480,000000	261,914375
149504,000000	262,172813
150528,000000	262,446250
151552,000000	262,767422
152576,000000	263,052187
153600,000000	263,435234
154624,000000	263,598281
155648,000000	263,988125
156672,000000	264,147500
157696,000000	264,294062
158720,000000	264,631094
159744,000000	264,915547
160768,000000	265,124141
161792,000000	265,442344
162816,000000	265,484844
163840,000000	265,704141
164864,000000	265,885391
165888,000000	266,031563
166912,000000	266,174062
167936,000000	266,418125
168960,000000	266,677656
169984,000000	266,906016
171008,000000	266,959688
172032,000000	267,080781
173056,000000	267,269766
174080,000000	267,413516
175104,000000	267,463359
176128,000000	267,697578
177152,000000	267,714922
178176,000000	267,875000
179200,000000	267,761875
180224,000000	267,948672
181248,000000	268,192578
182272,000000	268,331328
183296,000000	268,331719
184320,000000	268,407734
185344,000000	268,556641
186368,000000	268,663125
187392,000000	268,722109
188416,000000	268,995391
189440,000000	268,918906
190464,000000	268,921016
191488,000000	269,128672
192512,000000	269,218359
193536,000000	269,208281
194560,000000	269,183203
195584,000000	269,377422
196608,000000	269,525391
197632,000000	269,680859
198656,000000	269,728125
199680,000000	269,650234
200704,000000	269,654922
201728,000000	269,911172
202752,000000	269,933438
203776,000000	270,095469
204800,000000	270,128828
205824,000000	270,215781
206848,000000	270,333125
207872,000000	270,293906
208896,000000	270,417891
209920,000000	270,428047
210944,000000	270,723828
211968,000000	270,631250
212992,000000	270,860234
214016,000000	270,801719
215040,000000	270,746641
216064,000000	270,724297
217088,000000	270,776016
218112,000000	270,824766
219136,000000	270,819219
220160,000000	270,756328
221184,000000	270,784922
222208,000000	270,791641
223232,000000	270,776797
224256,000000	270,862656
225280,000000	270,785000
226304,000000	270,886328
227328,000000	270,808125
228352,000000	270,682500
229376,000000	270,860937
230400,000000	270,809609
231424,000000	271,005625
232448,000000	270,809609
233472,000000	270,945625
234496,000000	270,905156
235520,000000	270,977813
236544,000000	270,981641
237568,000000	270,978437
238592,000000	270,912656
239616,000000	270,951016
240640,000000	270,951094
241664,000000	271,026172
242688,000000	270,915703
243712,000000	271,000703
244736,000000	271,018984
245760,000000	271,069766
246784,000000	271,113047
247808,000000	271,030469
248832,000000	270,931641
249856,000000	270,887969
250880,000000	271,032578
251904,000000	271,082031
252928,000000	271,010781
253952,000000	271,107266
254976,000000	271,098047
256000,000000	270,993125
257024,000000	271,032813
258048,000000	271,112344
259072,000000	271,108125
260096,000000	271,046016
