1D 255 -512,000000 260608,000000	[nbin xmin xmax]
139264,000000	259,105859
140288,000000	259,471250
141312,000000	259,941875
142336,000000	260,244844
143360,000000	260,599141
144384,000000	260,882344
145408,000000	261,244297
146432,000000	261,597578
147456,000000	261,989141
148480,000000	262,100000
149504,000000	262,644141
150528,000000	262,834297
151552,000000	263,171563
152576,000000	263,502500
153600,000000	263,767500
154624,000000	264,092656
155648,000000	264,412891
156672,000000	264,488359
157696,000000	264,859297
158720,000000	264,948672
159744,000000	265,253047
160768,000000	265,445156
161792,000000	265,585859
162816,000000	265,740234
163840,000000	266,107969
164864,000000	266,298125
165888,000000	266,443828
166912,000000	266,694922
167936,000000	266,653281
168960,000000	266,973828
169984,000000	267,088281
171008,000000	267,379141
172032,000000	267,470156
173056,000000	267,623359
174080,000000	267,730703
175104,000000	267,855781
176128,000000	268,116406
177152,000000	268,103828
178176,000000	268,293672
179200,000000	268,361172
180224,000000	268,532812
181248,000000	268,620313
182272,000000	268,584766
183296,000000	268,747813
184320,000000	268,912969
185344,000000	268,815625
186368,000000	268,965547
187392,000000	269,114531
188416,000000	269,396172
189440,000000	269,312109
190464,000000	269,463750
191488,000000	269,488750
192512,000000	269,579141
193536,000000	269,673906
194560,000000	269,706875
195584,000000	269,882891
196608,000000	269,988047
197632,000000	270,002500
198656,000000	270,113359
199680,000000	270,263750
200704,000000	270,362656
201728,000000	270,453438
202752,000000	270,374141
203776,000000	270,506094
204800,000000	270,595234
205824,000000	270,696641
206848,000000	270,660547
207872,000000	270,783828
208896,000000	270,938281
209920,000000	270,841328
210944,000000	270,913906
211968,000000	270,970000
212992,000000	271,058359
214016,000000	271,061328
215040,000000	271,097656
216064,000000	271,172500
217088,000000	271,181484
218112,000000	271,192187
219136,000000	271,335703
220160,000000	271,210547
221184,000000	271,255469
222208,000000	271,305156
223232,000000	271,152500
224256,000000	271,326250
225280,000000	271,268047
226304,000000	271,390938
227328,000000	271,342266
228352,000000	271,315234
229376,000000	271,400312
230400,000000	271,335625
231424,000000	271,392969
232448,000000	271,264766
233472,000000	271,331328
234496,000000	271,309297
235520,000000	271,308281
236544,000000	271,287656
237568,000000	271,391484
238592,000000	271,330703
239616,000000	271,356562
240640,000000	271,259687
241664,000000	271,372188
242688,000000	271,311016
243712,000000	271,274531
244736,000000	271,301328
245760,000000	271,369219
246784,000000	271,330625
247808,000000	271,440156
248832,000000	271,307969
249856,000000	271,291172
250880,000000	271,220547
251904,000000	271,463984
252928,000000	271,377031
253952,000000	271,222266
254976,000000	271,409141
256000,000000	271,384219
257024,000000	271,399609
258048,000000	271,359766
259072,000000	271,386406
260096,000000	271,451719
